Product_Description,Product_Type,Sentiment
google's marissa mayer extolling coolness google mobile map v 5.2 &quot;mobile surpassed desktop usage 1st time year.&quot; #sxsw #sxswi,9,3
following buzz? (hee hee) - google drip feeding information facebook rival: #circles #sxsw,9,2
+2: best thing i've heard weekend #sxsw &quot;i gave ipad money #japan relief. need ipad 2.&quot;,9,2
"#google launch major new social network called circles, possibly today {link} #sxsw",9,2
"thanks! good tidbit i/o conference, too, thanks sharing that. #sxsw #google",9,2
"wonder #sxsw creep every year still manage know it! stop, please, i'll #google.",9,2
"shiny new apps, new @garyvee book, pop-up ipad stores... #sxsw christmas nerds.",9,2
awesome conversation networking line #sxsw apple store.,2,3
temp apple store killing austin. selling early every day. #sxsw,2,3
"like vega #ces, iphone best used hand warmer #sxsw.",8,1
want free juice pack air iphone 4? #sxsw? weûªll giving away to-be-announced location. stay tuned!,9,2
joined heaving river flow see marissa mayer (google) #sxsw,9,3
"&quot;we want undivided attention, please take mobile phone ipad 2s&quot; - #sxsw #leanstartup",9,2
apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
awesome presentation digital magazine {link} #touchingstories #sxsw #gsdm,9,2
dear #sxsw iphone app: suck year! (sitby.us great include film sessions),7,1
mayer making clear google going straight foursquare &amp; gowalla google hotpot. #sxsw,9,2
thx bad want go home read google reader feed? #geek #sxsw,9,3
gary vaynerchuck lì_gger ner winelibrary.tv och slì_pper stì_llet iphone-appen daily grape. #thankyoueconomy #sxsw #swesxsw,9,2
even born yet google's #sxsw party theme &quot;party like 1986&quot;(@mention maggie mae's) [pic]: {link},9,2
#sxsw post-mobile social party {link} (via could win photography gear &amp; ipad,9,2
apple open pop-up shop sxsw [report] - {link} #sxsw,9,2
party thrown google aclu...don't tell dad. #sxsw (@mention maggie mae's w/ others) {link},9,2
"new social medium tool! google launch major new social network, &quot;circles&quot; -possibly today {link} #sxsw",9,2
line already forming apple's pop-up store austin. people see festival? {link} #sxsw,9,2
2+ hour wait makeshift apple store ipad 2. #fail #sxsw,2,1
following bing/google seo session #qagb #sxsw buddy #seo,9,2
hey foodies: austin sxsw download new arw iphone/android app use guide dine town! #sxsw,7,3
"wow - gold's gym underneath apple store. kind nutshell, right? #sxsw",9,2
waiting eagerly google launch secret new social network called circle today #sxsw &gt;&gt; new update ?,5,3
ever wonder google map capture street views? #sxsw {link},9,2
#tapworthy #winning #tigerblood tenet ipad design? #sxsw,6,3
"tim o'reilly web 2.0 definition - company survived built value consumer-generated data. ebay, amazon, google. #sxsw",9,2
"#sxsw: #15slides: gruber: keep desk apple extended keyboard (discontinued 1991, $169). loud. feel like writes better.",9,2
"wow, developed ipad app $15k #newsapps #sxsw",7,3
cool new band alert #sxsw. check house home. google now! {link},9,2
check daily recap #sxsw &amp; hotspot: {link},9,2
nice apple open pop-up store sxsw festival {link} #sxsw #ipad #mac,9,3
&quot;google test ûï#checkin #offersû #sxsw&quot; {link} s.a. {link} #coupons #4sq,9,2
"listening twit live #sxsw. also went boxee keg party, google robot event, saw tim ferris speak, checked ebay hackathon!",3,3
meet guy bought first ipad #sxsw apple pop-up store {link} /by,9,2
"google map mobile going 3d next release, look awesome. #sxsw",5,3
"#sxsw, need qr code app #iphone read #vcards. get qrafter -&gt; {link} #qrcode",9,2
"gearing make splash, launch &quot;groupon living social-type&quot; reward #sxsw {link} via",9,2
ûï@mention yet see someone pc (dell otherwise) sxsw - apple macbook pro ipads...#sxswû i'll b soon!,9,2
google circle new social medium site? wow. #sxsw,9,3
"packing #sxsw = ipad, iphone, blackberry, laptop, video camera. need stylish belt-clip-gadget-holster. oxymoron? #in",9,2
"catching hotel room day #sxsw. also, tweeting new ipad.",6,3
mistake made building netflix iphone #netflixiphone #sxsw,9,2
got ipad #sxsw apple store. thank much!!!!,6,3
we're launching product #sxsw we're plenty else. [...] {link},9,2
"search sxsw via twitter work, check google's real time search, least get result #sxsw",5,3
apple #sxsw pop-store ipads again. 16gb wifi 64gb wifi &amp; wifi/ 3g.,6,3
"google launch major new social network called circles, possibly today #sxsw #sxswi - {link} via",9,2
"good news: break iphone, bad news: screw budge, replace battery. hope stand #sxsw.",9,2
"#tech #sxsw, apple school marketing expert {link}",2,3
giving away ipad kick time #sxsw. visit fb page info: {link},6,3
@sxsw hope year's festival crashy year's iphone app. #sxsw,7,1
see google's new social network &quot;circles&quot; today? {link} #sxsw #sxswi,9,2
rumor: apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
checking #iphone app. nice - check {link} fun #sxsw,7,3
already line ipad 2's arrived? #sxsw,9,2
"pat #sxsw. know i'm talking about, please google julia sweeney learn.",9,2
tell #sxsw happening iphone apps update day.,7,3
"google launch major new social network called circles, possibly today ({link} #sxswi #sxsw via",9,2
google planning launch major new social network called circles. preview far super positive #sxsw {link},5,3
"overload info delivered google kill discovery? google say ppl lose curiosity, wonder...we need serendipity. #sxsw",3,1
"man, google *should* launch circle #sxsw. talk striking iron hot. |",3,3
"tweet register exclusive pass events, party + ipad #sxsw - &quot;give liberty and/or free #sxswpass&quot;",9,2
&quot;p-a-r-t-y-i-n-g&quot; gsd&amp;m google.....sitting tree {link} #sxsw #gsdm,9,2
close front #ipad2 line #sxsw apple popup store.,9,2
nice! #sxsw highlight thus far: made friend w/ istock ux developer :) #singularity blow mind: oy! google owns it!,3,3
google's marissa mayer: &quot;the mobile phone cursor connects physical digital worlds.&quot; #sxsw,3,3
google deny working project. release #sxsw,9,2
"#sxsw google launch major new social network called circles, possibly today {link}",5,3
use google profile fb entry point? fb personal? try digg google reader draw people in. #hireme #sxsw,3,3
nothing say douche cake like walking around ipad like iphone #sxsw,6,1
"lawn chair: perfect keyboards. that's dan's, drummer mist giant #sxsw location: {link} {link}",9,2
"going #sxsw ? doesnt matter, place giving away #apple product :) {link}",9,2
"apple head #sxsw, set temporary store austin {link}",9,2
"google launch major new social network called circles, possibly today #sxsw {link} via #socialmedia",9,2
packed house-go lynn! designing ipad interface - new navigation schema #sxsw #uxdes {link},9,2
apple pop-up store #sxsw? go impulse control. j.mp/i41h53,2,3
idea combine google analytics tool know website program something. #sxsw #bavcid,9,2
really great #mophie experience #sxsw -a user month highly recommend iphone battery #goodcustomerservice,8,3
launchrock launching ipod ipad sky grab #sxsw! join find location! #launch {link} via,9,2
"#tech #apple save #sxsw, set open pop-up store {link} #technology",9,2
hurrah!...the #sxswi festivity begun. met mozilla google folk tonight event. #sxsw,9,2
i'm lazy f. feed listening #sxsw band iphone? i'm woefully unprepared music spreadsheet notwithstanding,9,2
"#pepsicostage yesterday, check bag. may ipad. screen tell mine #sxsw",9,2
apple quarter music industry 70% digital sale #touchingstories #tbwasxsw #sxsw,2,3
line waiting temp apple store open #sxsw? miss product launch?,9,2
pleased see josh clark featured client ipad design presentation. #sxsw,6,3
metric determine engagement #sxsw session? ipad battery drained. using % session no.,9,2
"someone asks leo ipad #sxsw, say 'email me, i'll send one free'. o.o",9,3
"still big line outside apple's pop-up shop, day ipad's debut. #sxsw",9,2
"understand, buzzing #sxsw : group texting, groupme, ipad 2, apple, denis crowley...more ?",9,2
"oh, excuse:? #sxsw: &quot;apple come cool technology ... go conferences&quot;",2,3
win ipad 2! via video clipcon! see intro reel {link} #sxsw #suasxsw #sxswaccel #entrepreneur #smallbiz #ceokidschat,6,3
#socialnetworks: #google noch heute mit #circles? #facebook-konkurrent! {link} via und {link} #sxsw,9,0
wow. iphone dropped side iron cactus balcony screen shatter! amazing. #sxsw #fb,8,3
"dude thought buddy figured put keyboard ipad. told netbook,: guy unconvinced. obviously wasted. #sxsw",9,2
iphone autocorrects &quot;sxsw&quot; &quot;scar&quot; -- foreshadowing? #sxsw,9,2
[just fyi...] breaking: google launch major new social network called circles...today? {link} via #sxsw #socialmedia,9,2
"best hungry #sxsw tip: mekong river, great vietnamese {link} 6th btw brazos &amp; san jacinto till 11pm via",9,2
great 3d xml visualization skier using google location data. #sxsw,5,3
:) love it. #sxsw: &quot;apple come w/ cool technology one's ever heard go conferences&quot;,2,3
get #android update by/for #sxsw? least alpha? need testers?,9,2
another late start #sxsw #sxswi damn google rocking 80's party,3,3
marissa mayer: 40% google map usage mobile (and million mobileåêusers) {link} via #sxsw $goog,9,2
"pop-up apple store, #sxsw pop-up bar called #dickbar",9,2
"@jessedee know @fludapp ? awesome ipad/iphone app likely appreciate design. also, they're giving free t #sxsw",7,3
#gowalla launch &quot;groupon living social-type&quot; reward #sxsw {link},9,2
apple pop store #sxsw. {link},9,2
"hoot! new blog post: hootsuite mobile #sxsw ~ update iphone, b...",9,2
"way truly understand material making thing it. jonathan ive , apple vp design #sxsw",9,2
even security guard austin enjoy ipad time. #sxsw (cc {link},6,3
&quot;tattoo ipad&quot; chalked pavement. mean? #sxsw #applefanatic,6,3
#sxsw 80 splendor dancin spazzmatics aclu google #partylikeits1986 ! {link},9,2
line might well popup apple store austin #sxsw #ipad2,9,2
could fun provide #sxsw mis-direction w/ fictitious party &amp; giveaways? wtf? apple giving away ipad2's ihop!,9,2
#sxsw: #indieauthors: sanders: &quot;one author talked technology stories. facebook/iphone showing stories?&quot;,9,2
"#apple head sxsw, set temporary store #austin {link} #news #sxsw - bastard bringing temptation",9,2
half hour #futureoftouch first mention ipad microsoft speaker #sxsw,9,2
#startups: free premium service 1st job post {link} #lean #leanux #leanstartup #sxsw #sxswi #launch #startup #founders,9,2
"check poked, liked &amp; re-tweeted: google love story sxsw. #sxsw #sxsw15 #sxswic",9,2
said ipad? apple store #sxsw photo @sheltongreen @ericschu_ras {link},9,2
party photobooth #sxsw #donthate {link},9,2
tx {link} rtûï@mention google launch major new social network called circles. #sxswû,9,2
google finding new way help small business say place page #sxsw [here's overview {link},3,3
met rebecca moore fr google - amazing #womenintech come see room6ab austin conf ctr #sxswi #sxsw,9,2
#sxsw? we're giving away ipad creator popular disc interactive. create disc &amp; share twitter!,9,2
met three girl apple itunes connect team iphone developer meetup. got talk would change itc. #sxsw,9,2
line outside #sxsw apple pop-up store. #wasteoftimeatsxsw {link},9,2
"jadi penasaran google launch major new social network called circles, possibly today {link} #sxsw",9,2
"cult apple: emotional responses, experiences, magical, work art, control ecosystem. #sxsw #technopriest",9,2
conan asst: 'lots hipster here..she's looking man w/ fedora ipad 2' lol! #sxsw,9,2
iphone charging party hallway. ux ia professional unite! #sxsw,8,3
texas observer tomlinson say would double revenue per issue ipad subscriptions. #newsapps #sxsw,6,3
iphone apps we'll using south southwest interactive {link} #sxsw #sxswi,9,2
million mobile google map user #sxsw,5,3
#sxsw tougher crowd colin quinn hey marissa mayer please tell u something new product google launched month ago,3,1
"en route austin, tx #sxsw accompanied fedora + instrument + weird haircut + apple product",9,2
apple's #sxsw pop store ipad2 sayeth {link},9,2
via - #apple set open temp store downtown #austin #sxsw - {link} #ipad2,9,2
"got shiny new #ipad2 #sxsw ? discover new music {link} (built html5, flash - look great ipad)",6,3
"per rumor, google may preview big social strategy '80s-themed costume party #sxsw. yep. {link} #cnet",9,2
&amp; happened? :) putting gun head.give iphone! #sxsw {link},9,2
panel hashtag mom ipad: #yourmom #sxsw #winning,9,2
"missed this, check google doodles: burning man pac-man beyond. {link} #sxsw",9,2
"location, pixieengine! google say future location, location, location: {link} #sxsw #cnn",3,1
news sxswi apple's temporary ipad store? #sxsw #wth?,9,2
"apple opened makeshift store #sxsw, ipad2 available 5pm today... #tempted",6,3
launchrock launching ipad sky grab #sxsw! click find location! #launch {link} via,9,2
"bounced catch google's marissa mayer speak. always admired - intelligent, classy, successful. #girlcrush #sxsw",3,3
move here! last day get #lp austin iphone app free {link} #travel #sxsw,9,2
btw - #sxsw apple store sold 3g model (vzw &amp; at&amp;t).,9,2
#sxsw #crm #scrm join sxsw next sunday 3/13 noon hilton austin coffee &amp; chat. old act! user &amp; show viporbit iphone,9,2
mayer admits google need &quot;consolidate&quot; product ûò namely latitude hotpot ûò &quot;features products&quot; #sxsw,9,2
wonder many ipads they'll sell tomorrow? apple opening pop store #sxsw {link},9,2
walking trade show #sxsw basically swapping business card chance win different ipad 2s.,9,2
"#tech even begins, #apple win #sxsw: past week, there's major dilemma in... {link} #technology",2,3
"attending &quot;left brain search = google, right brain search = x&quot; #bettersearch -- talking future search engine #sxsw",9,2
thought may interested #sxsw session &quot;your mom ipad: designing boomers&quot;,9,2
"navigate cabbie google maps. natives: 0, geeks: 1. #sxsw",9,2
apple autocorrect weird. ogilvy autocorrects idiocy. #ogilvynotes #sxsw :),2,1
apple pop-up shop #sxsw. cool that? {link},2,3
loaded groupme app iphone. load #sxsw brethren. ;) {link},9,2
word motherboard. want iphone apps heading #sxsw today. hot ones. {link},7,3
"_¼ûä___ü ___¡ _____«_µ... &gt;&gt; google launch major new social network called circles, possibly today {link} #sxsw",9,3
twitter buzz apple store: {link} - temporary apple store open 6th &amp; congress tomorrow. #ipad2 #sxsw,9,2
news google may launch &quot;social circles&quot; social network today {link} #soccomp #sxsw,9,2
#sxsw - missed marissa mayer yesterday - presentation available anywhere? sure streamed.,9,2
"hey #sxsw, try early iphone/android beta hitchery let u know think! {link}",9,2
google launch route around traffic - offer option keep traffic. save 2yrs worth time...every day. #sxsw,3,3
alive loving it! great talk jonathan dahl #minimalistprogramming google's marissa mayer #marissagoogle - #sxsw,3,3
"#sxsw, need qr code app #iphone read #vcards. get qrafter -&gt; {link} #qrcode",9,2
ipad everywhere. #sxsw {link},6,3
we're launching product #sxsw we're plenty else... {link} cc.,9,2
new ipad apps speech therapy communication showcased #sxsw conference {link} #sxswi #hcsm #sxswh,9,2
"google guy #sxsw talk explaining made realistic twitter bot experiment. gee, thanks that.",9,1
win free ipad webdoc.com #sxsw,9,2
"tech interaction event ipad apps, right? {link} #sxsw",9,2
google circle toast can't convince facebook user start account (or interface fb) #sxsw,5,1
c23: check head {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #cvdc,9,2
"per rumor, google may preview big social strategy '80s-themed costume party #sxsw. yep. {link} #cnet",9,2
download new austin iphone app free sxsw {link} (thanks tip #sxsw,9,2
noh donlot new #ubersocial #iphone app store includes uberguide #sxsw (cont) {link},9,2
novelty #ipad news #apps fade fast among digital delegate - aron pilhofer nyt &amp; khoi vinh {link} #media #sxsw,7,1
#sxsw tip day (again ;-). turn iphone screen brightness down. way down. #conservebatterylife #peace,9,2
"ûï@mention google launch major new social network called circles, possibly today {link} #sxsw",9,2
#sxsw screenburn launch client new iphone game #travellerarlaunch find {link},9,2
"bet googlebuzz-like #fail. people care privacy, else they'd quitted fb/tw already google circle __ #sxsw",9,0
optimistic #ohio #sxsw. google pay per click management. {link},9,2
waiting bestie come popup store ipad 2's:) #sxsw #apple #ipad2,6,3
iphone sharing???? #sxsw #shareable,9,2
"wondering much revenue austin store grossed account ipad2, amid #sxsw ...what strategic release...",9,3
"#sxsw taught anything, want ipad dont know why.",6,3
look like google publicly denying &quot;circles&quot; presented #sxsw today.,9,2
"no, count pas charging station. #fools #sxsw",9,2
"95% iphone droid apps le 1,000 downloads total. #sxsw",1,1
apple open ipad2 popup shop core sxsw action. brilliant bring hot shiny new toy #sxsw peep {link},6,3
google party www.getdown.com #msusxsw #sxsw tweet there! (@jeremie),9,2
marissa mayer demonstrating google art project. take museum tour without leaving home. art masses. #sxsw,9,2
"make sense limit content specific platform, ipad web interview w/ #sxsw",7,1
"hootsuite mobile #sxsw ~ update iphone, blackberry &amp; android {link} #hootsuite",9,2
"google giving social another go? {link} google circles, let's see guy #sxsw make",9,2
#google honor user privacy letting see info system allowing delete #marissagoogle #sxsw,3,3
umbrella &quot;the list&quot; via ÷¼ set? ÷_ {link} ÷_ #edchat #musedchat #sxsw #sxswi #newtwitter,9,2
google bing page rank panel ridiculously crowded. al franken justin timberlake here? #sxsw {link},3,1
hope better wave buzz is: google's previewing social networking platform #sxsw: {link},9,0
funny psfk session sponsored microsoft. talk apple. #sxsw,9,2
forbidden apple spoiled! long live #samsung! rocking #sxsw &amp; #sxswi's world.,2,1
called google circles.. learned tonight #sxsw,9,2
#tech #lightbox_photos want new #android camera app (#sxsw): although android adoption is... {link} #technology,9,3
google announcing social network &quot;circles&quot; (via #sxsw tweets). interesting. myopia cause buzz jokes. interesting.,9,2
anyone else #sxsw know #google showing circle today?,9,2
check coyne pr update #sxsw {link} via,9,2
"haha, guy asking #marissagoogle google interview questions! #sxsw",9,2
"google circles, ever arrive? {link} #google #circles #social #search #sxsw",9,2
#bjdproductions #lightbox_photos want new #android camera app (#sxsw) {link} #tech,9,2
apple opening new store downtown austin friday make sure everyone #sxsw buy new ipad 2: {link},9,2
+1 love it. #sxsw: &quot;apple come cool technology one's ever heard go conferences&quot;,2,3
: aron pilhofer new york time endorsed html ipad #newsapps #sxsw anû_ (cont) {link},9,2
"#apple steal show (again), pop-up #marketing #sxsw--&gt; {link}",2,3
anyone know #sxsw apple store still ipads?,9,2
special apple store: opening 6th congress sxsw &amp; ipad launch. www.apple.com/retail/thedomain/ #apple #ipad2 #sxsw #fb,9,2
gamesalad topic dutch podcast! {link} #gssxsw #sxsw #sxsw2011 #sxswnl,9,2
"google launching anything #sxsw, partying {link} #circles",9,1
".@mention manufacturing serendipity- &quot;having access information make u curious, less&quot; #sxsw",9,2
"takin' mic #touchingstories #ipad and/or #tablet #sxsw . &quot;what ipad changing industry?&quot; rock roll, brother!",6,3
"#sxsw? come hear speak mins. designing ipad interface - new navigation schema ballrm a, 11:00am #uxdes",9,2
learn design headache ipad #sxsw,6,1
"think ipad eminent. typing thoughtful note phone working, mac book big, handwriting ridic. #sxsw day conquered.",6,3
apple pop-up shop #sxsw sucks: {link},2,1
another reason go austin: #apple open #sxsw popup store {link},2,3
".@mention rec: give bad apple job mtg, taking notes. make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",9,2
apple's schiller: white iphone debut spring: also try sell faster speed cable? #sxsw m... {link},9,2
think saw lookalike line ipad apple pop-up shop #sxsw. he's got awesome (&amp; profitable) youtube channel,9,2
#sxsw math: flight leaf 6:45 clock go ahead iphone alarm go time miss flight?,8,1
hey! y'all anyway get text updates?? cool pocket google machine phone #sxsw,3,3
"sxsw e cesar chavez st, austin, texas {link} #sxsw",9,2
google circles.. 10x sharing ûï@mention google launch major new social network {link} #sxswû,9,2
apple get kudos marketing done! #sxsw ipad release. pop store austin tx {link},2,3
ipad design headache josh clark #tapworthy #sxsw {link},9,2
/@mention grab latest #sxsw! {link} #saytextson!,9,2
"jc penney location google maps... point stuff stores, guy claim #sxsw",9,2
debating visiting apple pop-up store... #byebyemoney #sxsw,9,2
i'm eyeing grilled cheese stand session. mom ipad: designing boomers. #sxsw #4hb #cheatday,9,2
going big google get it: using q&amp;a site hipster youûªre sxsw {link} #sxsw #tech #social,9,2
google launch major new social network called circles. #sxsw,9,2
apple's pop-up store #sxsw like girl scout planting next bank atms. ca$h money #thinmints,2,3
bank innovate die great session. &quot;250k customer joined bank america 1st release iphone app&quot; #sxsw,7,3
getting ready #sxsw installing iphone. woot! {link},7,3
festivalexplorer iphone app finally solves sxsw {link} #music #musica #musiek #musique #musik #app #sxsw #ù_¾¬â #ù_¾´_ #î¥é,7,3
"ûï@mention google launch major new social network called circles, possibly today {link} #sxsw",9,2
"want yall know apple built pop store days, selling ipad2, wow #sxsw {link}",2,3
dude interviewing donkey iphone app. #hpsxsw #sxsw {link},9,2
"room 50+ people, person make accessible apps...and work google android #sxsw #donline",9,2
smart entrepreneur would set on-line consignment shop help sell outdated ipad1 unit #sxsw {link},9,2
#gsdm &amp; #google industry party #sxsw on. house.,9,2
"photo: installed #sxsw iphone app, really nice! {link}",7,3
hey #sxsw- er last day get #lp austin iphone app free {link} #travel,9,2
hey lucky duck headed #sxsw want win ipad? (client) giving one away. detail here: {link} #sxswi,6,3
pop-up apple store sell ipad2 #sxsw. line insane! {link},9,2
hannukah miracle morning: uncharged iphone still 55% battery #sxsw,8,3
"pop-up apple store #sxsw. (@mention apple store, sxsw w/ others) [pic]: {link}",9,2
"marissa mayer talk future google map discus hotpot, answer location-based rating recommendation #sxsw -kek",9,2
line temporary apple store #sxsw unreal. walked way convention center. #ipad2,9,2
attending #sxsw? austin guide free download itunes - {link} #lp,9,2
rumor: apple opening temporary store downtown austin #sxsw ipad launch {link} via,9,2
"actually idea #sxsw is. could google it, i'm fine knowing.",9,2
must. resist. buying ipad2 #sxsw. really want #notionink #adam instead... apple store launch #sxsw :/,6,3
coolest ipad case ever! etch-a-sketch #sxsw {link},6,3
can't get first panel today. line look like apple store. #sxsw {link},9,2
"found app kyping iphone's geolocation &amp; releasing background. need patch, #batterykiller #sxsw",7,1
"rip iphone 4: june - #sxsw. survived severe drop, could evade drowning. {link}",8,1
- great weather greet #sxsw! still need sweater night..apple putting &quot;flash store&quot; downtown sell ipad2,2,3
giving away ipad sharer invite friend join aos #sxsw ginger man {link},6,3
want one!! rumor: apple opening temporary store downtown austin #sxsw ipad launch {link},6,3
"apple opening downtown austin pop store #sxsw. even begins, apple win sxsw {link}",2,3
"love new iphone case, featuring - glad got case! #zazzlesxsw #sxsw {link}",4,3
"#flipboard - bldg app appstore, need wholistic mktg awareness, p.r. strategy drive adoption rely apple. #rji #sxsw",9,1
"sound intriguing... lot chatter around google's new social network, circle #sxsw -kek",5,3
checking pop apple store #sxsw,9,2
lightbox photo want new #android camera app ( #sxsw) {link},9,2
cashmere mashable: think ipad huge step up. waiting apple pr team parachute #sxsw session.,6,1
"ne sapete qualcosa? ûï@mention google launch major new social network called circles, possibly today {link} #sxswû",9,2
"beautiful day #austin! come grab slice two. check #google, get deal. #sxswi #sxsw",9,2
#apple open pop store #sxsw time #ipad2 sale {link},9,2
party dj jo playing red bull bpm ipad! #sxsw #courtyard {link},9,3
chrome web store: google call html5 hot tub #sxsw #steamy #hot #nerds,5,3
rt: traveling #sxsw ipad 3/10/2011 (via,9,2
"thing ppl say about/to make laugh. want free turn-by-turn gps, wait - take pic sidewalk #cmon #sxsw",9,2
domo io android got released! #domo #tonchidot #boom #sxsw,1,3
/ party without doubt best party i've ever #sxsw. well done!,9,2
serious ipad envy. toting around one's macbook pro + cord girl. #sxsw :(,6,3
one must apps survive #sxsw {link} join #sxswbarcrawl #sxswi,7,3
poor austin. ipad launch coincides fri afternoon #sxsw. apple store employee austin may begin weeping now.,9,2
horror story woman tech: {link} #sxsw #9to5,9,2
"new batch ipad 2's delivered #sxsw #ipad2 apple store, sxsw {link} #photo",9,2
sxsw: crowd ipad launch - cnn {link} #sxsw,9,2
way. apple really manhandling #sxsw like that? smartphone breakdown #sxsw (unofficû_ (cont) {link},2,3
#sxsw? d/l iphone &amp; come uj* booth acc hall 2! snap pic &amp; send em us! #fightthepaddle! {link},9,2
listening google's marissa mayer discus new product including google hotpot - watch yelp! #sxsw,5,3
"cnn launch &quot;tv everywhere&quot; service mobile, google tv computers: {link} #sxsw",9,2
totally make-shift apple store downtown. #sxsw,9,2
(y) ûï@mention new #ubersocial #iphone app store includes uberguide #sxsw sponsored #mashable {link},9,2
"surrounded tats, piercings, live music, gadget galore -- yep, hipster heaven! #google, #gsdm #welivehere #wepartyhere #sxsw",9,2
samsung galaxy ii appears fcc team android #sxsw party {link} via,9,2
ûï@mention interrupt regularly scheduled #sxsw geek programming big news {link} #google #circlesû sound interesting,5,3
totally digging new foursquare iphone. time #sxsw. crap rematch austin big omaha?,7,3
"free #ipad lounge open daily #sxsw serving art made ipads, local art, free coffee, austin detail {link} #photo",9,2
yesterday listened google's marissa mayer discus mobile technology 40% user use map phones. #sxsw,9,2
check touching stories: designing digital magazine ipad sxsw. {link} #sxsw,9,2
taken iphone #sxsw {link},9,2
google launch major new social network called circle {link} #sxsw (via,3,3
waiting #sxsw session start: touching story - designing digital magazine ipad,9,2
#sxsw #google saving driver time fuel {link} #seo #sem #googlemaps #mobile #topnews,3,3
"boooo! flipboard developing iphone version, android, say #sxsw",9,1
agency push google direction never would gone otherwise say creative lab strategy director #sxsw,9,2
lazy google it. #sxsw,9,2
need: app alert #ipads palo alto. i'm convinced #apple shipped majority pop-up store #sxsw,9,2
google launch social network #sxsw today?,9,2
found bbq sauce ipad - tech texas really come together here! #sxsw,6,3
helpful #sxsw hint : charge iphone ipad charger charge 3/4 time,9,2
brilliant!! i've meeting i'm line #sxsw popup apple store ipad2. love place!,2,3
"hey iphone users: instagram hipstamatic, enjoy using more? #sxsw week sure making thing interesting.",9,2
platform concertgoers launch android app time sxsw - {link} #sxsw,9,2
good see line #sxsw popup apple store.,9,2
"new iphone, new ipad 2, come running fast can, cuz every girl crazy sharp mac man... *strums guitar* #sxsw",8,3
google map mobile route around traffic feature reduces fuel consumption time spent traffic. {link} #sxsw,9,2
"ipad, tablet, etc aiding greater adoption mobile device screen size larger #mobilefarm #sxsw",9,2
#google #circles.. google's latest social venture google circle reportedly launched #sxsw today - {link},9,2
"love god, need macbook pro charger. apple store congress closed. austin get one? #sxsw",9,2
overheard #sxsw interactive: &quot;arg! hate iphone! want blackberry back&quot; #shocked,8,1
"#google's #mobile future, elusive 'power here' - {link} (via #eurorscg #sxsw #sxswi",9,2
u're #sxsw u cooler thing do? 10:30 line apple pop-up store. open pm. #sxsw {link},2,2
filmasterûªs iphone app foursquare cinemagoers {link} #api #getglue #iphone #sxsw,9,2
{link} - alright #sxsw ipad line time. line reasonable. 1/4 block + block + 1/2 block,9,2
"detail ipad giveaway coming tonight, this! #sxsw #sxswi",6,3
wew new #ubersocial #iphone app store includes uberguide #sxsw sponsored (cont) {link},7,3
&quot;i believe god explanation apple's continued existence.&quot; guy kawasaki #enchantment #sxsw,2,3
".@mention &quot;google launched checkins month ago.&quot; check in ok, check out future. #sxsw #bizzy",3,3
anyone lost iphone cab downtown austin last night please hit up. #sxsw,9,2
"know premature tweet, i'd love see pic apple pop store #sxsw :)",2,3
new #ubersocial #iphone app store includes uberguide #sxsw sponsored #mashable {link} #app,7,2
"grouped{in} nice app groups, aber leider nur fì_r iphone. {link} #sxsw",7,3
marissa mayer: 40% google map usage mobile (and million mobile users) {link} #google #sxsw #tc,9,2
outdid time tech #fail. iphone=broken. might worst thing ever happen #sxsw,8,1
anyone know hour apple store #sxsw?,9,2
"able afford attend #sxsw buy ipad today, consider saving $$$ japan earthquake relief.",9,2
rockin party lake party! #google #aclu #sxsw maggie mae's {link},9,2
maybe someone get #ipad2 #sxsw hand old ipad instead throwing away,9,3
#android app review: #sxsw go. | {link} pls ª¼,9,2
#sxsw start today apple ipad2 come tomorrow. wonder ipad2's austin apple store sale?,9,2
"never #sxsw, first year want go. jumped shark rumor: apple opening temp",9,2
"backupify announces cloudsight search, first searchable archive solution social medium google apps #sxsw #sxswi {link}",5,3
"hopefully, at&amp;t verizon pop cell site go along apple's pop store #sxsw",9,2
wishing #sxsw see rumored demo new social network 'circles' {link} (via,5,3
ironic tee usurped ipad hipster/geek/start-up chic fashion item year's #sxsw,6,3
"launch imminent apparently, google circle probably dì©but #sxsw evening.",9,2
best thing i've heard weekend #sxsw &quot;i gave ipad money #japan relief. need ipad 2.&quot; (@mention,9,2
&quot;you google canadian tuxedo lose hours&quot; #sxsw,9,3
"google tv v late, overrun xbox, ps3, wii, netflix like; ready now? #sxsw barry diller qa",9,2
"yeah, , google nothing u :) #sxsw",9,0
"even begins, apple win #sxsw {link}",2,3
best thing i've heard long actually! &quot;i gave ipad money #japan relief.&quot; #sxsw,9,2
anyone else think google's marissa mayer look like laura linney? :) #sxsw,9,2
great day #sxsw -but jaloux &amp; new ipad.look school bus 1st day school {link},6,3
saw huge ipad line popup apple store. people really really want it. #sxsw,6,3
ipad v android panel start radisson. bloody mary start now! #sxsw,9,2
happy discovr named one top ten must-have apps ipad :) fight way thru queue! #sxsw,7,3
google launching social network &quot;google circles&quot; #sxsw ?????,9,2
"day #sxsw already! doing? share photos, video ireport: {link} cnn iphone app!",9,2
